STN,YYYYMMDD,TG,TN,TX
  249,20130703,  160,  140,  178
  249,20130704,  170,  145,  212
  249,20130705,  171,  110,  222
  249,20130706,  178,  102,  234
  249,20130707,  177,  110,  233
  249,20130708,  173,  106,  227
  249,20130709,  161,   91,  211
  249,20130710,  147,  107,  181
  249,20130711,  146,  128,  178
  249,20130712,  150,  123,  182
  249,20130713,  155,  108,  197
  249,20130714,  164,  119,  212
  249,20130715,  180,  112,  245
  249,20130716,  177,  105,  244
  249,20130717,  189,  120,  243
  249,20130718,  186,  124,  242
  249,20130719,  192,  123,  243
  249,20130720,  186,  151,  221
  249,20130721,  218,  126,  291
  249,20130722,  236,  155,  311
  249,20130723,  236,  149,  324
  249,20130724,  193,  147,  251
  249,20130725,  201,  123,  273
  249,20130726,  201,  147,  247
  249,20130727,  210,  183,  241
  249,20130728,  195,  149,  228
  249,20130729,  196,  169,  225
  249,20130730,  175,  159,  205
  249,20130731,  185,  158,  212
  249,20130801,  237,  170,  295
  249,20130802,  238,  184,  310
  249,20130803,  189,  134,  223
  249,20130804,  187,  129,  244
  249,20130805,  209,  128,  282
  249,20130806,  177,  121,  210
  249,20130807,  158,  123,  184
  249,20130808,  165,  107,  208
  249,20130809,  171,  107,  226
  249,20130810,  150,   93,  191
  249,20130811,  162,  110,  215
  249,20130812,  155,  114,  202
  249,20130813,  135,   79,  188
  249,20130814,  145,   77,  205
  249,20130815,  167,   99,  220
  249,20130816,  187,  142,  239
  249,20130817,  192,  162,  233
  249,20130818,  174,  132,  211
  249,20130819,  154,   96,  207
  249,20130820,  153,   91,  220
  249,20130821,  168,   97,  228
  249,20130822,  172,  103,  216
  249,20130823,  189,  116,  246
  249,20130824,  197,  167,  245
  249,20130825,  192,  156,  241
  249,20130826,  176,  119,  232
  249,20130827,  169,   81,  236
  249,20130828,  165,  101,  235
  249,20130829,  160,   82,  232
  249,20130830,  181,  139,  233
  249,20130831,  163,   79,  206
  249,20130901,  147,   90,  174
  249,20130902,  166,  138,  196
  249,20130903,  185,  143,  238
  249,20130904,  187,  116,  243
  249,20130905,  222,  169,  291
  249,20130906,  189,  129,  242
  249,20130907,  164,  115,  194
  249,20130908,  140,  114,  185
  249,20130909,  129,  111,  171
  249,20130910,  131,   96,  169
  249,20130911,  151,  114,  192
  249,20130912,  143,   96,  196
  249,20130913,  141,   87,  176
  249,20130914,  144,   82,  174
  249,20130915,  127,   76,  163
  249,20130916,  114,   75,  148
  249,20130917,  110,   90,  149
  249,20130918,  111,   66,  161
  249,20130919,  123,   61,  155
  249,20130920,  132,   78,  169
  249,20130921,  139,   83,  174
  249,20130922,  161,  137,  201
  249,20130923,  155,  116,  181
  249,20130924,  143,   99,  176
  249,20130925,  136,   88,  179
  249,20130926,  125,   79,  160
  249,20130927,  107,   49,  157
  249,20130928,  129,  103,  166
  249,20130929,  124,   93,  162
  249,20130930,  113,   82,  154
  249,20131001,  107,   66,  152
  249,20131002,  108,   76,  143
  249,20131003,  118,   79,  154
  249,20131004,  156,  110,  207
  249,20131005,  140,   77,  178
  249,20131006,  118,   66,  180
  249,20131007,  116,   57,  184
  249,20131008,  147,   88,  187
  249,20131009,  124,   56,  151
  249,20131010,   85,   44,  127
  249,20131011,  111,   68,  133
  249,20131012,   96,   64,  115
  249,20131013,   86,   78,  104
  249,20131014,  101,   92,  109
  249,20131015,   88,   38,  120
  249,20131016,  108,   43,  143
  249,20131017,  119,   58,  146
  249,20131018,  102,   38,  135
  249,20131019,  126,   99,  149
  249,20131020,  143,  114,  174
  249,20131021,  147,  126,  171
  249,20131022,  167,  131,  210
  249,20131023,  154,  111,  181
  249,20131024,  114,   71,  162
  249,20131025,  141,  110,  170
  249,20131026,  152,  130,  176
  249,20131027,  142,  123,  153
  249,20131028,  132,  102,  170
  249,20131029,  102,   77,  133
  249,20131030,   97,   76,  132
  249,20131031,  104,   81,  123
  249,20131101,  112,  100,  121
  249,20131102,  105,   88,  124
  249,20131103,   97,   66,  123
  249,20131104,   81,   71,   98
  249,20131105,   74,   39,   98
  249,20131106,  103,   78,  144
  249,20131107,  103,   74,  144
  249,20131108,   81,   49,  103
  249,20131109,   78,   35,  108
  249,20131110,   57,   15,  101
  249,20131111,   65,    3,   93
  249,20131112,   71,   30,  101
  249,20131113,   62,   18,  117
  249,20131114,   74,   49,   93
  249,20131115,   52,   16,  110
  249,20131116,   58,   15,   92
  249,20131117,   80,   70,  103
  249,20131118,   63,   49,   74
  249,20131119,   52,   -1,   88
  249,20131120,   32,   -1,   54
  249,20131121,   23,  -20,   53
  249,20131122,   39,  -23,   61
  249,20131123,   51,   19,   77
  249,20131124,   61,   40,   82
  249,20131125,   49,   12,   80
  249,20131126,   58,   37,   82
  249,20131127,   77,   56,   94
  249,20131128,   84,   50,  102
  249,20131129,   74,   48,   94
  249,20131130,   60,   28,   94
  249,20131201,   63,   17,   93
  249,20131202,   36,  -16,   87
  249,20131203,   30,  -27,   69
  249,20131204,   58,   22,   87
  249,20131205,   57,   16,   91
  249,20131206,   38,   12,   53
  249,20131207,   58,   25,   79
  249,20131208,   87,   69,   99
  249,20131209,   86,   51,  106
  249,20131210,   47,  -15,   85
  249,20131211,   16,  -16,   60
  249,20131212,   21,    4,   54
  249,20131213,   26,    6,   44
  249,20131214,   62,   40,   86
  249,20131215,   82,   62,   94
  249,20131216,   98,   85,  120
  249,20131217,   59,   44,   87
  249,20131218,   72,   52,   87
  249,20131219,   66,   30,   93
  249,20131220,   61,   27,   80
  249,20131221,   72,   63,   82
  249,20131222,   78,   60,   94
  249,20131223,   75,   44,  108
  249,20131224,   97,   72,  117
  249,20131225,   59,   26,   82
  249,20131226,   51,   31,   67
  249,20131227,   74,   31,   95
  249,20131228,   66,   32,   89
  249,20131229,   50,   28,   77
  249,20131230,   54,   28,   75
  249,20131231,   66,   53,   82
  249,20140101,   66,   45,   88
  249,20140102,   83,   61,   99
  249,20140103,   85,   56,  110
  249,20140104,   72,   58,   84
  249,20140105,   58,   33,   84
  249,20140106,  106,   61,  136
  249,20140107,  101,   83,  116
  249,20140108,   83,   62,   97
  249,20140109,   88,   61,  118
  249,20140110,   68,   51,   88
  249,20140111,   55,   10,   79
  249,20140112,   31,    4,   68
  249,20140113,   60,   25,   89
  249,20140114,   49,   29,   62
  249,20140115,   45,   29,   64
  249,20140116,   71,   52,   86
  249,20140117,   71,   58,   84
  249,20140118,   65,   52,   77
  249,20140119,   53,   43,   62
  249,20140120,   33,   21,   59
  249,20140121,   32,   21,   44
  249,20140122,   31,    5,   44
  249,20140123,   34,   23,   49
  249,20140124,   34,   12,   62
  249,20140125,   37,   23,   64
  249,20140126,   49,   14,   67
  249,20140127,   39,   20,   59
  249,20140128,   43,   26,   61
  249,20140129,    0,  -15,   31
  249,20140130,   -2,  -21,   14
  249,20140131,   26,   -9,   57
  249,20140201,   60,   44,   83
  249,20140202,   50,   31,   80
  249,20140203,   37,   13,   68
  249,20140204,   54,   27,   88
  249,20140205,   68,   38,   94
  249,20140206,   72,   53,   91
  249,20140207,   72,   46,   96
  249,20140208,   68,   44,   90
  249,20140209,   56,   41,   70
  249,20140210,   44,   22,   81
  249,20140211,   51,   23,   75
  249,20140212,   54,   20,   84
  249,20140213,   51,   32,   69
  249,20140214,   53,   26,   92
  249,20140215,   93,   65,  123
  249,20140216,   55,   13,   83
  249,20140217,   53,    8,   98
  249,20140218,   63,   43,   84
  249,20140219,   73,   53,   94
  249,20140220,   80,   54,  102
  249,20140221,   67,   48,   90
  249,20140222,   62,   40,   97
  249,20140223,   76,   43,  111
  249,20140224,   75,   46,  118
  249,20140225,   81,   60,  119
  249,20140226,   63,   35,  106
  249,20140227,   49,   30,   76
  249,20140228,   45,   13,   76
  249,20140301,   54,   29,   77
  249,20140302,   58,   17,   98
  249,20140303,   53,   30,   80
  249,20140304,   55,   19,   96
  249,20140305,   52,   -5,  118
  249,20140306,   75,   32,  119
  249,20140307,   69,   24,  123
  249,20140308,   78,  -10,  141
  249,20140309,  106,   45,  177
  249,20140310,   84,   36,  150
  249,20140311,   75,   43,  127
  249,20140312,   69,   11,  147
  249,20140313,   60,   -5,  141
  249,20140314,   64,   17,   93
  249,20140315,   93,   76,  110
  249,20140316,  101,   85,  121
  249,20140317,   97,   78,  115
  249,20140318,   91,   77,  105
  249,20140319,   97,   81,  125
  249,20140320,  123,   71,  193
  249,20140321,   74,   48,  107
  249,20140322,   66,   43,  107
  249,20140323,   59,   23,   99
  249,20140324,   48,   -2,   99
  249,20140325,   49,   -8,  106
  249,20140326,   42,   -9,   83
  249,20140327,   80,    6,  125
  249,20140328,   97,   53,  156
  249,20140329,  105,   59,  176
  249,20140330,  124,   71,  193
  249,20140331,  131,   86,  181
  249,20140401,  114,   45,  183
  249,20140402,  107,   29,  182
  249,20140403,  129,   56,  201
  249,20140404,  114,  102,  128
  249,20140405,  114,   77,  161
  249,20140406,  130,   82,  151
  249,20140407,  146,  117,  202
  249,20140408,   83,   38,  130
  249,20140409,   95,   37,  129
  249,20140410,  102,   44,  141
  249,20140411,   82,   21,  150
  249,20140412,   83,   10,  138
  249,20140413,   93,   44,  123
  249,20140414,   82,   37,  108
  249,20140415,   62,   20,  108
  249,20140416,   80,   -6,  138
  249,20140417,   99,   49,  163
  249,20140418,   76,   38,  113
  249,20140419,  103,   39,  157
  249,20140420,  151,   91,  213
  249,20140421,  118,   93,  136
  249,20140422,  126,   74,  170
  249,20140423,  137,   57,  200
  249,20140424,  135,   67,  193
  249,20140425,  160,  116,  213
  249,20140426,  133,   92,  179
  249,20140427,  110,   79,  128
  249,20140428,  126,   79,  153
  249,20140429,  125,  101,  155
  249,20140430,  128,  100,  188
  249,20140501,  122,  102,  167
  249,20140502,   93,   29,  128
  249,20140503,   77,   22,  126
  249,20140504,   85,   13,  123
  249,20140505,  132,   54,  177
  249,20140506,  137,  105,  177
  249,20140507,  127,  101,  161
  249,20140508,  120,  112,  135
  249,20140509,  115,   77,  148
  249,20140510,  112,   70,  151
  249,20140511,  106,   94,  123
  249,20140512,  103,   54,  138
  249,20140513,   90,   40,  141
  249,20140514,   83,   36,  138
  249,20140515,   93,   36,  147
  249,20140516,  112,   25,  175
  249,20140517,  132,   53,  197
  249,20140518,  162,   93,  213
  249,20140519,  179,  112,  234
  249,20140520,  194,  141,  269
  249,20140521,  175,  118,  207
  249,20140522,  177,  147,  224
  249,20140523,  161,  126,  193
  249,20140524,  160,  117,  206
  249,20140525,  149,  104,  196
  249,20140526,  159,  108,  222
  249,20140527,  162,  142,  196
  249,20140528,  126,  109,  155
  249,20140529,  104,   81,  123
  249,20140530,  123,   63,  181
  249,20140531,  121,   53,  181
  249,20140601,  121,   64,  175
  249,20140602,  134,   61,  190
  249,20140603,  149,   68,  202
  249,20140604,  149,  109,  180
  249,20140605,  129,   98,  164
  249,20140606,  155,   84,  212
  249,20140607,  190,  122,  259
  249,20140608,  186,  138,  237
  249,20140609,  211,  155,  264
  249,20140610,  189,  133,  238
  249,20140611,  161,  109,  200
  249,20140612,  164,   99,  220
  249,20140613,  164,   96,  211
  249,20140614,  151,  127,  184
  249,20140615,  145,  110,  185
  249,20140616,  146,  128,  175
  249,20140617,  143,   82,  179
  249,20140618,  150,   83,  191
  249,20140619,  139,  120,  162
  249,20140620,  134,   84,  167
  249,20140621,  147,   87,  197
  249,20140622,  140,   82,  191
  249,20140623,  147,   79,  202
  249,20140624,  144,  100,  199
  249,20140625,  138,   80,  186
  249,20140626,  156,   93,  204
  249,20140627,  160,  111,  197
  249,20140628,  161,  124,  199
  249,20140629,  149,  114,  189
  249,20140630,  136,   77,  183
  249,20140701,  135,   67,  192
  249,20140702,  147,   86,  199
  249,20140703,  181,  107,  240
  249,20140704,  213,  112,  291
  249,20140705,  188,  161,  218
  249,20140706,  183,  141,  238
  249,20140707,  177,  133,  216
  249,20140708,  152,  135,  172
  249,20140709,  157,  131,  178
  249,20140710,  205,  143,  264
  249,20140711,  201,  147,  258
  249,20140712,  186,  120,  246
  249,20140713,  190,  157,  229
  249,20140714,  176,  144,  206
  249,20140715,  170,  144,  210
  249,20140716,  188,  126,  249
  249,20140717,  205,  146,  260
  249,20140718,  239,  156,  301
  249,20140719,  256,  187,  333
  249,20140720,  212,  184,  260
  249,20140721,  196,  177,  215
  249,20140722,  220,  178,  264
  249,20140723,  228,  184,  281
  249,20140724,  218,  171,  270
  249,20140725,  189,  169,  217
  249,20140726,  207,  163,  244
  249,20140727,  194,  160,  247
  249,20140728,  194,  168,  225
  249,20140729,  200,  158,  240
  249,20140730,  173,  126,  225
  249,20140731,  191,  129,  245
  249,20140801,  192,  134,  256
  249,20140802,  200,  137,  288
  249,20140803,  191,  153,  239
  249,20140804,  178,  127,  224
  249,20140805,  180,  107,  237
  249,20140806,  187,  161,  227
  249,20140807,  186,  130,  236
  249,20140808,  190,  127,  230
  249,20140809,  186,  154,  215
  249,20140810,  190,  159,  221
  249,20140811,  173,  144,  208
  249,20140812,  158,  131,  194
  249,20140813,  163,  121,  202
  249,20140814,  159,  122,  197
  249,20140815,  150,  105,  196
  249,20140816,  153,  113,  178
  249,20140817,  155,  122,  182
  249,20140818,  139,   93,  175
  249,20140819,  120,   98,  159
  249,20140820,  119,   83,  169
  249,20140821,  135,   92,  178
  249,20140822,  127,   89,  165
  249,20140823,  113,   70,  163
  249,20140824,  124,   74,  176
  249,20140825,  133,   95,  154
  249,20140826,  139,   86,  181
  249,20140827,  145,   74,  197
  249,20140828,  167,  128,  205
  249,20140829,  169,  136,  203
  249,20140830,  167,  139,  199
  249,20140831,  147,   96,  192
  249,20140901,  150,   90,  201
  249,20140902,  154,  100,  201
  249,20140903,  158,  101,  209
  249,20140904,  171,  116,  228
  249,20140905,  179,  125,  237
  249,20140906,  171,  147,  200
  249,20140907,  162,  100,  208
  249,20140908,  138,   71,  198
  249,20140909,  142,   91,  172
  249,20140910,  126,   75,  186
  249,20140911,  152,   87,  197
  249,20140912,  154,   90,  205
  249,20140913,  165,  137,  205
  249,20140914,  156,  105,  202
  249,20140915,  169,  105,  220
  249,20140916,  182,  136,  235
  249,20140917,  185,  137,  240
  249,20140918,  179,  119,  246
  249,20140919,  171,  121,  229
  249,20140920,  170,  124,  222
  249,20140921,  153,  125,  183
  249,20140922,  128,   72,  171
  249,20140923,  125,   61,  172
  249,20140924,  132,   90,  167
  249,20140925,  144,   74,  173
  249,20140926,  159,   96,  195
  249,20140927,  150,   70,  212
  249,20140928,  151,   96,  202
  249,20140929,  167,  124,  211
  249,20140930,  159,  121,  193
  249,20141001,  160,  115,  205
  249,20141002,  154,  101,  181
  249,20141003,  148,   79,  203
  249,20141004,  158,  113,  206
  249,20141005,  128,   90,  158
  249,20141006,  141,  132,  151
  249,20141007,  123,   92,  152
  249,20141008,  127,   88,  157
  249,20141009,  147,  123,  176
  249,20141010,  137,  103,  179
  249,20141011,  121,   88,  154
  249,20141012,  128,   92,  167
  249,20141013,  142,  116,  176
  249,20141014,  125,  107,  142
  249,20141015,  131,   97,  161
  249,20141016,  139,  117,  179
  249,20141017,  147,  120,  189
  249,20141018,  172,  127,  209
  249,20141019,  169,  152,  190
  249,20141020,  144,  128,  168
  249,20141021,  117,   84,  140
  249,20141022,  101,   66,  137
  249,20141023,  124,  103,  143
  249,20141024,  118,  105,  125
  249,20141025,  122,   90,  149
  249,20141026,  126,   96,  148
  249,20141027,  127,  100,  167
  249,20141028,   92,   76,  104
  249,20141029,  111,   95,  134
  249,20141030,  122,  106,  142
  249,20141031,  132,   97,  173
  249,20141101,  147,  109,  182
  249,20141102,  141,  119,  169
  249,20141103,  121,  101,  137
  249,20141104,   88,   52,  110
  249,20141105,   72,   32,   92
  249,20141106,   61,   38,   82
  249,20141107,   79,   53,  100
  249,20141108,   98,   84,  124
  249,20141109,   98,   81,  125
  249,20141110,   96,   63,  125
  249,20141111,   89,   61,  115
  249,20141112,   90,   56,  110
  249,20141113,   85,   46,  115
  249,20141114,   95,   80,  109
  249,20141115,   93,   76,  103
  249,20141116,   83,   59,   98
  249,20141117,   93,   67,  111
  249,20141118,   77,   69,   84
  249,20141119,   77,   73,   84
  249,20141120,   72,   63,   81
  249,20141121,   63,   46,   77
  249,20141122,   81,   56,  116
  249,20141123,  102,   82,  126
  249,20141124,   71,   21,  110
  249,20141125,   48,    0,   87
  249,20141126,   52,   41,   59
  249,20141127,   67,   58,   80
  249,20141128,   54,   32,   65
  249,20141129,   32,   26,   43
  249,20141130,   23,   16,   29
  249,20141201,   14,    6,   19
  249,20141202,    9,   -4,   17
  249,20141203,    3,  -18,   22
  249,20141204,    3,  -16,   12
  249,20141205,   37,   11,   55
  249,20141206,   45,    5,   89
  249,20141207,   49,   21,   77
  249,20141208,   45,   13,   71
  249,20141209,   34,   -9,   63
  249,20141210,   71,   51,   85
  249,20141211,   68,   52,   79
  249,20141212,   73,   48,   96
  249,20141213,   44,    8,   65
  249,20141214,   32,    3,   58
  249,20141215,   58,   39,   82
  249,20141216,   50,   25,   82
  249,20141217,   82,   37,  107
  249,20141218,  112,  100,  121
  249,20141219,   92,   72,  118
  249,20141220,   77,   59,   87
  249,20141221,   83,   44,  106
  249,20141222,  114,  106,  120
  249,20141223,  108,   96,  116
  249,20141224,   83,   61,  102
  249,20141225,   53,   13,   78
  249,20141226,   24,   -7,   46
  249,20141227,   16,  -12,   34
  249,20141228,   10,  -16,   48
  249,20141229,   40,   17,   60
  249,20141230,   54,   27,   65
  249,20141231,   60,   40,   79
  249,20150101,   44,   25,   66
  249,20150102,   76,   58,  102
  249,20150103,   51,   38,   68
  249,20150104,   39,    3,   76
  249,20150105,   39,   16,   58
  249,20150106,   37,   23,   70
  249,20150107,   44,   14,   76
  249,20150108,   71,   44,   88
  249,20150109,   95,   68,  120
  249,20150110,   89,   49,  122
  249,20150111,   63,   39,   80
  249,20150112,   90,   74,  101
  249,20150113,   80,   40,  110
  249,20150114,   39,    5,   60
  249,20150115,   77,   53,   99
  249,20150116,   55,   16,   79
  249,20150117,   26,    0,   60
  249,20150118,   23,    7,   33
  249,20150119,    2,  -17,   24
  249,20150120,    5,   -6,   30
  249,20150121,    5,  -17,   19
  249,20150122,  -13,  -47,    7
  249,20150123,  -26,  -59,   22
  249,20150124,   23,   -8,   62
  249,20150125,   38,   -6,   60
  249,20150126,   65,   35,   85
  249,20150127,   55,   26,   75
  249,20150128,   54,   35,   79
  249,20150129,   29,    1,   49
  249,20150130,   14,  -22,   51
  249,20150131,   18,   -5,   53
  249,20150201,   26,   -2,   55
  249,20150202,   24,    6,   61
  249,20150203,   13,  -15,   61
  249,20150204,   -1,  -31,   49
  249,20150205,   -6,  -32,   19
  249,20150206,   -7,  -36,   16
  249,20150207,   25,  -41,   56
  249,20150208,   50,   22,   69
  249,20150209,   58,   42,   75
  249,20150210,   55,   39,   72
  249,20150211,   40,   32,   52
  249,20150212,   32,   26,   38
  249,20150213,   46,   12,   80
  249,20150214,   61,   41,   86
  249,20150215,   18,   -6,   61
  249,20150216,   11,  -34,   61
  249,20150217,   36,  -11,   86
  249,20150218,   32,   -6,   83
  249,20150219,   38,    0,   81
  249,20150220,   49,   37,   65
  249,20150221,   34,    7,   65
  249,20150222,   34,   -1,   68
  249,20150223,   60,   28,   88
  249,20150224,   56,   27,   83
  249,20150225,   44,    5,   70
  249,20150226,   59,   27,   84
  249,20150227,   41,    3,   78
  249,20150228,   52,    9,   91
  249,20150301,   77,   54,   93
  249,20150302,   50,   15,   74
  249,20150303,   41,   22,   68
  249,20150304,   50,   28,   72
  249,20150305,   53,    0,   91
  249,20150306,   68,   40,   91
  249,20150307,   84,   45,  132
  249,20150308,   80,   49,  125
  249,20150309,   75,   11,  111
  249,20150310,   65,   -2,  102
  249,20150311,   31,  -33,   87
  249,20150312,   65,    0,  115
  249,20150313,   44,   20,   72
  249,20150314,   38,    4,   54
  249,20150315,   54,   39,   70
  249,20150316,   69,   26,  119
  249,20150317,   66,   -4,  146
  249,20150318,   52,    8,   71
  249,20150319,   68,   20,  110
  249,20150320,   47,   16,   63
  249,20150321,   63,   48,   93
  249,20150322,   36,   -1,   72
  249,20150323,   33,  -14,   86
  249,20150324,   56,    6,  107
  249,20150325,   58,   46,   66
  249,20150326,   49,    7,   72
  249,20150327,   60,   14,   88
  249,20150328,   69,    9,  101
  249,20150329,   84,   64,  106
  249,20150330,   68,   55,   88
  249,20150331,   80,   53,   99
  249,20150401,   67,   37,   91
  249,20150402,   58,   22,   85
  249,20150403,   60,    7,   93
  249,20150404,   47,    1,   88
  249,20150405,   45,  -21,  104
  249,20150406,   71,   15,  126
  249,20150407,   55,    6,  102
  249,20150408,   72,   34,  126
  249,20150409,   90,   28,  154
  249,20150410,   99,   22,  177
  249,20150411,   89,   46,  138
  249,20150412,   94,   47,  144
  249,20150413,   73,   20,  117
  249,20150414,  102,   46,  156
  249,20150415,  115,   63,  188
  249,20150416,   89,   59,  123
  249,20150417,   68,   19,  115
  249,20150418,   74,   12,  129
  249,20150419,   71,   14,  127
  249,20150420,   86,   24,  143
  249,20150421,   77,    4,  136
  249,20150422,   78,    9,  103
  249,20150423,   84,   31,  128
  249,20150424,  106,    7,  172
  249,20150425,  115,   95,  142
  249,20150426,   84,   36,  107
  249,20150427,   54,    1,  110
  249,20150428,   60,  -10,  102
  249,20150429,   82,   35,  142
  249,20150430,   80,   40,  126
  249,20150501,   71,   25,  121
  249,20150502,   84,    5,  135
  249,20150503,  116,   69,  156
  249,20150504,  137,  113,  169
  249,20150505,  146,   99,  218
  249,20150506,  119,   79,  155
  249,20150507,  108,   70,  146
  249,20150508,  130,   72,  171
  249,20150509,  120,   77,  149
  249,20150510,  119,   38,  180
  249,20150511,  163,  115,  232
  249,20150512,  131,   92,  162
  249,20150513,  108,   53,  155
  249,20150514,   99,   60,  145
  249,20150515,   82,   39,  131
  249,20150516,  106,   45,  142
  249,20150517,  111,   76,  147
  249,20150518,  104,   78,  135
  249,20150519,  102,   73,  136
  249,20150520,   96,   47,  137
  249,20150521,  118,   43,  156
  249,20150522,  144,  114,  188
  249,20150523,  112,   43,  148
  249,20150524,  113,   25,  176
  249,20150525,  112,   78,  143
  249,20150526,  110,   60,  149
  249,20150527,  121,   50,  171
  249,20150528,  120,   70,  157
  249,20150529,  106,   72,  143
  249,20150530,  106,   55,  142
  249,20150531,  117,   66,  153
  249,20150601,  119,   50,  156
  249,20150602,  143,  113,  168
  249,20150603,  134,   69,  173
  249,20150604,  141,   49,  202
  249,20150605,  193,  108,  293
  249,20150606,  143,  102,  170
  249,20150607,  126,   64,  168
  249,20150608,  114,   69,  156
  249,20150609,  111,   83,  139
  249,20150610,  138,   74,  185
  249,20150611,  158,   69,  223
  249,20150612,  191,  123,  253
  249,20150613,  156,  132,  186
  249,20150614,  131,  112,  152
  249,20150615,  118,   61,  162
  249,20150616,  113,   52,  165
  249,20150617,  149,   64,  206
  249,20150618,  133,  108,  153
  249,20150619,  123,  100,  155
  249,20150620,  125,   91,  156
  249,20150621,  143,  119,  190
  249,20150622,  128,   83,  165
  249,20150623,  121,   83,  140
  249,20150624,  150,  113,  199
  249,20150625,  175,  129,  224
  249,20150626,  191,  141,  231
  249,20150627,  166,  107,  205
  249,20150628,  166,  108,  218
  249,20150629,  177,  113,  227
  249,20150630,  195,  102,  256
  249,20150701,  246,  171,  307
  249,20150702,  239,  196,  303
  249,20150703,  226,  166,  272
  249,20150704,  232,  169,  304
  249,20150705,  193,  156,  249
  249,20150706,  176,  140,  213
  249,20150707,  191,  117,  252
  249,20150708,  156,  119,  188
  249,20150709,  136,   79,  172
  249,20150710,  164,   78,  221
  249,20150711,  200,  154,  270
  249,20150712,  176,  164,  199
  249,20150713,  174,  168,  189
  249,20150714,  172,  127,  199
  249,20150715,  168,  141,  200
  249,20150716,  182,  122,  222
  249,20150717,  202,  175,  230
  249,20150718,  172,  127,  208
  249,20150719,  160,  105,  203
  249,20150720,  175,   96,  221
  249,20150721,  193,  150,  235
  249,20150722,  188,  151,  222
  249,20150723,  167,  110,  207
  249,20150724,  180,  106,  226
  249,20150725,  156,  110,  199
  249,20150726,  147,   90,  204
  249,20150727,  165,  140,  193
  249,20150728,  157,  136,  179
  249,20150729,  141,  121,  167
  249,20150730,  140,   89,  180
  249,20150731,  132,   68,  176
  249,20150801,  164,  111,  211
  249,20150802,  181,  100,  235
  249,20150803,  208,  152,  284
  249,20150804,  175,  140,  201
  249,20150805,  187,  122,  236
  249,20150806,  198,  133,  275
  249,20150807,  190,  121,  251
  249,20150808,  168,  109,  208
  249,20150809,  182,   94,  233
  249,20150810,  188,  154,  239
  249,20150811,  194,  156,  238
  249,20150812,  184,  159,  215
  249,20150813,  212,  145,  263
  249,20150814,  210,  179,  244
  249,20150815,  180,  157,  211
  249,20150816,  153,  129,  173
  249,20150817,  147,  127,  164
  249,20150818,  155,  141,  168
  249,20150819,  168,  137,  218
  249,20150820,  186,  148,  236
  249,20150821,  203,  160,  245
  249,20150822,  211,  177,  252
  249,20150823,  202,  163,  246
  249,20150824,  180,  157,  218
  249,20150825,  165,  142,  192
  249,20150826,  191,  156,  239
  249,20150827,  157,  140,  179
  249,20150828,  159,  123,  197
  249,20150829,  164,  121,  222
  249,20150830,  184,  134,  232
  249,20150831,  193,  163,  238
  249,20150901,  150,  104,  186
  249,20150902,  131,   90,  176
  249,20150903,  124,   87,  158
  249,20150904,  143,  123,  176
  249,20150905,  133,  107,  166
  249,20150906,  130,  103,  163
  249,20150907,  142,  125,  176
  249,20150908,  136,   93,  170
  249,20150909,  136,   83,  181
  249,20150910,  139,   91,  184
  249,20150911,  146,  103,  183
  249,20150912,  156,  128,  195
  249,20150913,  163,  134,  184
  249,20150914,  144,  113,  185
  249,20150915,  123,   99,  154
  249,20150916,  149,  110,  180
  249,20150917,  142,  115,  163
  249,20150918,  139,  101,  178
  249,20150919,  133,   86,  174
  249,20150920,  136,   84,  175
  249,20150921,  149,  126,  177
  249,20150922,  122,   73,  162
  249,20150923,  122,   62,  182
  249,20150924,  130,  118,  149
  249,20150925,  118,   63,  171
  249,20150926,  102,   43,  167
  249,20150927,  103,   44,  173
  249,20150928,  108,   46,  164
  249,20150929,  114,   56,  168
  249,20150930,  123,   79,  172
  249,20151001,  112,   57,  167
  249,20151002,  104,   46,  164
  249,20151003,  100,   23,  173
  249,20151004,  110,   63,  174
  249,20151005,  130,   49,  170
  249,20151006,  149,  131,  180
  249,20151007,  151,  136,  178
  249,20151008,  132,  105,  155
  249,20151009,  118,   84,  161
  249,20151010,  109,   68,  142
  249,20151011,   74,   40,  104
  249,20151012,   57,   32,   92
  249,20151013,   61,   33,   88
  249,20151014,   68,   55,   86
  249,20151015,   75,   51,   93
  249,20151016,   85,   69,  100
  249,20151017,   92,   76,  105
  249,20151018,   91,   31,  125
  249,20151019,  106,   59,  131
  249,20151020,   95,   53,  134
  249,20151021,  102,   53,  122
  249,20151022,  122,   83,  149
  249,20151023,  112,   74,  138
  249,20151024,  115,   97,  133
  249,20151025,   97,   45,  135
  249,20151026,  102,   40,  142
  249,20151027,  105,   83,  137
  249,20151028,   99,   81,  111
  249,20151029,  107,   73,  149
  249,20151030,  107,   86,  132
  249,20151031,  100,   56,  135
  249,20151101,   78,   25,  111
  249,20151102,   79,   63,  119
  249,20151103,   98,   47,  133
  249,20151104,  119,   89,  146
  249,20151105,  131,  113,  148
  249,20151106,  149,  139,  165
  249,20151107,  156,  131,  183
  249,20151108,  123,   70,  168
  249,20151109,  130,  102,  154
  249,20151110,  146,  136,  157
  249,20151111,  134,  125,  142
  249,20151112,  130,  113,  149
  249,20151113,  109,   72,  140
  249,20151114,   95,   74,  138
  249,20151115,  140,  133,  146
  249,20151116,  122,   96,  138
  249,20151117,  126,  100,  151
  249,20151118,  122,   98,  139
  249,20151119,  108,   85,  130
